the_geom,address_full,close_time,open_time,food_type,food_description,fixed_or_moving,locations_description,cuisine_origin,cartodb_id,average_price_rmb,semester,taste,vendor_origin,cleanliness,notes,employment,photo_url
0101000020E6100000882EA86F99635E404C8A8F4FC83E3F40,N/A,9:00 AM,5:00 AM,Youtiao/Fried Dough Sticks,Breakfast stand.,Fixed,N/A,N/A,5,,Spring 2015,4.5,Anhui,4,N/A,N/A,"<IMG SRC=""http://i58.tinypic.com/30uctxd.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000C7BDF90D13655E4018062CB98A413F40,N/A,12:00 AM,6:30 PM,Chuar,"They were pleasantly conversational, wished us luck on our school project.",Moving,N/A,N/A,6,3.5,Fall 2015,3.5,Jiangxi,4,N/A,N/A,"<IMG SRC=""http://i60.tinypic.com/vret12.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000C636A968AC615E40111B2C9CA43D3F40,"180 Yuanshen Road, Pudong",1:00 AM,11:00 AM,Fried Rice and Noodles,Fried noodles and rice.,Fixed,N/A,Shanghai,7,5,Fall 2015,3.5,Anhui,1,The man has a wok placed on a big cylindrical contain.,N/A,"<IMG SRC=""http://i57.tinypic.com/2rmb510.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000007D957CEC2E5B5E40E355D636C53F3F40,N/A,10:00 AM,6:00 AM,Guotie/Panstickers,N/A,Fixed,N/A,Shanghai,8,4,Fall 2015,5,Jiangsu,3,"Traditional Shanghainese dumplings; a stand with a simple fry stove ",N/A,"<IMG SRC=""http://i59.tinypic.com/2gsgz1t.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000014EB54F99E5D5E40ED7E15E0BB3D3F40,N/A,11:00 PM,6:00 PM,Chuanr,Meat skewers.,Moving,N/A,XinJiang,9,,Fall 2015,3,Anhui,3,N/A,N/A,"<IMG SRC=""http://i62.tinypic.com/1179rth.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000224F92AE99635E40105839B4C83E3F40,N/A,9:00 AM,5:00 AM,Turnip Strip Cake/Spring Onion Pancake,Scallion Pancakes stand.,Fixed,N/A,N/A,10,,Spring 2015,2.5,Anhui,4,N/A,N/A,"<IMG SRC=""http://i59.tinypic.com/27y1z84.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000002106BAF605655E4043705CC64D413F40,N/A,11:30 PM,9:00 PM,Chuar,Precooked meat.,Moving,N/A,N/A,11,3,Fall 2015,2.5,Henan,0.5,It was covered in grease and spices. It looked so disgusting that we all agreed that we would not try it.,N/A,"<IMG SRC=""http://i62.tinypic.com/raq35z.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000BDA8DDAF025D5E40D50627A25F373F40,"605 Nanchang Road, Huangpu",10:00 AM,5:00 AM,Egg Pancake,N/A,Moving,N/A,Henan,12,4,Spring 2016,3,Henan,4.5,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/f823e275-6108-4bd0-a667-34a0f25c4982"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000AF5E454607655E40E10B93A982413F40,N/A,2:00 AM,7:30 PM,Guotie/Panstickers,N/A,Moving,N/A,Shanghai,13,8,Fall 2015,3.5,Anhui,1.5,N/A,N/A,"<IMG SRC=""http://i62.tinypic.com/vsmj9t.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000766F456282645E406D75392520423F40,"710 East Boshan Road, Pudong",N/A,N/A,N/A,N/A,Moving,N/A,N/A,14,0,Spring 2016,1,N/A,1,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/1e1c8ec8-0973-4cd7-9a0b-0d41b3ee7701"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000E7E104A6D35E5E406DAB59677C373F40,"118 Zhaozhou Road, Huangpu",12:00 AM,12:00 AM,Guotie/Panstickers,Dumpling guy.,Fixed,N/A,Shanghai,15,,Spring 2015,3,Shanghai,2,N/A,N/A,"<IMG SRC=""http://i.imgur.com/wVrjDwS.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000088307E1AF75C5E40365A0EF450373F40,"117 South Xiangyang Road, Huangpu ",7:30 PM,6:54 AM,Fried Savoury Pastries,"Wonderful lady and her husband, both very cheerful and some food price depends on the weight.",Fixed,Corner of South Xiangyang Road and Nanchang Road.,Nanjing ,17,4,Spring 2016,4,Nanjing,3,N/A,N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/25417fac-ed14-4c3f-914a-b7e958c966cf"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000068791EDC9D5D5E40A08B868C473D3F40,N/A,12:00 PM,7:30 AM,Pancake,Mian Fan Bing made by rice.,Moving,N/A,Shanghai,18,1.5,Fall 2015,3,Jiangsu,4,N/A,N/A,N/A
0101000020E610000065A54929E8645E40724F57772C423F40,N/A,11:00 PM,3:00 PM,N/A,N/A,N/A,N/A,N/A,19,6.5,Fall 2015,3,Xinjiang,2,N/A,N/A,"<IMG SRC=""http://i59.tinypic.com/2mmzlmg.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000197442E8A05D5E40D1CDFE40B93D3F40,N/A,N/A,N/A,Meat Burger/Sandwich,Rou Jia Mo.,Moving,N/A,Shaanxi,20,6,Fall 2015,3,Anhui,4,N/A,N/A,"<IMG SRC=""http://i58.tinypic.com/2yzfoeg.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000008B37328FFC645E404C89247A19413F40,N/A,2:00 AM,6:00 PM,Chuar,Very clean chuar man.,Moving,N/A,N/A,21,4.5,Fall 2015,1.5,Harbin,4,This man was very helpful and very clean.,N/A,"<IMG SRC=""http://i61.tinypic.com/158u1k.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000450E1137A75D5E400B43E4F4F53C3F40,N/A,12:00 PM,6:30 AM,Congee,Various types of rice congee/porridge.,Moving,N/A,Shanghai,23,2.5,Fall 2015,5,Shanghai,4,"Eight Treaure Congee, Century Egg Congee, White Congee.",N/A,"<IMG SRC=""http://i57.tinypic.com/23ro1ue.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000D7169E978A5E5E40D238D4EFC23A3F40,"East Jinling Road, Huangpu",1:00 AM,10:00 PM,BBQ,Stand offering all kinds of Chuaner.,Fixed,Crossroad of South Guangxi Road and South Yunnan Road.,Shanghai,24,20,Spring 2016,3,Shanghai,2,"The meat are fresh, the vender is friendly.",N/A,"<IMG SRC=""https://web.fulcrumapp.com/shares/3f97b78e5ae90a62/photos/52a92123-2177-442e-a330-9bb71b194ab5"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000D15B3CBCE7645E40F52D73BA2C423F40,N/A,11:00 PM,5:00 PM,N/A,N/A,N/A,N/A,N/A,25,5,Fall 2015,4.5,Hubei ,1,N/A,N/A,"<IMG SRC=""http://i61.tinypic.com/1z1bgiv.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000071CADC7C23655E40E659492BBE413F40,N/A,10:30 AM,6:30 AM,Bread,Baking bread on the streets.,Moving,N/A,N/A,26,3.5,Fall 2015,3,Xianjian,3,N/A,N/A,"<IMG SRC=""http://i57.tinypic.com/ejwwuv.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000DD5CFC6D4F615E40103B53E8BC363F40,N/A,12:00 AM,9:00 AM,Chuanr and Skewers,"Seafood, vegetable, and meat skewers.",Fixed,N/A,Shanghai,27,6,Fall 2015,5,Xinjiang,5,N/A,N/A,"<IMG SRC=""http://i61.tinypic.com/wjhod3.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000073BED87BF1645E402FA52E19C7403F40,N/A,8:00 PM,5:00 AM,Baozi/Steamed Buns,N/A,Fixed,Outskirt of the Jinyang market.,Northern China,29,2.5,Fall 2015,3,Jiangsu and Jiangxi,3.5,N/A,N/A,"<IMG SRC=""http://i58.tinypic.com/2cxc411.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000008F8AFF3BA25D5E409CC0745AB73D3F40,N/A,9:00 PM,12:00 PM,Fried Chicken Strips ,Xi Ning Ji Liu. Lemon flavored fried chicken.,Fixed,Outside Exit 1 of XinZha Road Station on Subway Line 1.,N/A,30,7.5,Fall 2015,5,Jiangsu,4,N/A,N/A,"<IMG SRC=""http://i62.tinypic.com/fcmsd4.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000005454FD4AE7645E4085EE92382B423F40,N/A,11:00 PM,5:00 PM,N/A,N/A,N/A,N/A,N/A,31,5,Fall 2015,1,Shandong,0.5,N/A,N/A,"<IMG SRC=""http://i59.tinypic.com/16a8ryp.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000D7C0560916655E40D7BFEB3367413F40,"3648 Jinqiao Road, Pudong",2:00 AM,10:30 PM,BBQ Skewers,Same chuanr lady (Mrs. Yao) and her daughter (who studies at a college in Shanghai) who were at NYU dorms last year at Motel 268.  Skewers outside Jin Qiao dorms.,Moving,In front of dorm gate.,Shandong,32,3,Fall 2015,4,Shandong,2.5,N/A,N/A,"<IMG SRC=""http://i60.tinypic.com/29paed0.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000005BEA20AF07655E407192E68F69413F40,No. 753 Jinyang Road,10:30 PM,4:00 AM,Dumplings and Pot Stickers,N/A,Moving,In front of the Suning Electronics Store,N/A,263,20,Spring 2017,3.5,N/A,3,N/A,Self-employed,N/A
0101000020E6100000884A2366F6645E405DE0F25833423F40,N/A,11:00 PM,2:00 PM,Chuar,N/A,Moving,In front of Jinqiao Subway Exit 2.,N/A,33,9,Fall 2015,3.5,Xinjiang,3.5,"Very helpful giving us info, but overcharges. Threatened to fight with other street food vendors that charge less, i.e. dorm chuar lady. Chuar lady only comes at 11  PM, because that is when Subway Chuar guy closes.",N/A,"<IMG SRC=""http://i61.tinypic.com/2ylodo3.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000F0BE2A172A655E401BA19FA9D7413F40,N/A,Late Night,4:00 PM,French Fries & Fried tofu cakes,"Fry and Tofu Lady, Pita Bread Guy, and Fried Chicken Lady are all friends. They share each other's food, and open and close at the same time. ",Moving,N/A,N/A,34,5,Fall 2015,3.5,Henan,3,N/A,N/A,"<IMG SRC=""http://i60.tinypic.com/2cem807.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000007A8EC87729655E4098C28366D7413F40,N/A,Late Night,4:00 PM,Pita Bread,"Fry and Tofu Lady, Pita Bread Guy, and Fried Chicken Lady are all friends. They share each other's food, and open and close at the same time. ",Moving,N/A,N/A,35,3,Fall 2015,2,Jiaxi,4,You get 1 piece of pita bread.,N/A,"<IMG SRC=""http://i62.tinypic.com/1zggpj8.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000F7AFAC3429655E402783A3E4D5413F40,N/A,Late Night,4:00 PM,Fried Chicken,"Fry and Tofu Lady, Pita Bread Guy, and Fried Chicken Lady are all friends. They share each other's food, and open and close at the same time. ",Moving,N/A,N/A,36,5,Fall 2015,3.5,Henan,1,You get a cup of fried chicken.,N/A,"<IMG SRC=""http://i60.tinypic.com/287kz6b.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000BB29E5B512655E40CB9C2E8B89413F40,N/A,3:00 AM,9:00 PM,"Drinks and Fried Noodles, Fried Rice","SARCASTIC ASSHOLES and wouldn't tell us where he is from. Laughed at all our questions, pestered us when we asked questions to the other vendors beside them, and to not tell us information when we asked. ",Moving,N/A,N/A,37,17.5,Fall 2015,3,N/A,3,N/A,N/A,"<IMG SRC=""http://i57.tinypic.com/2j33cyv.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000003E22A64412655E40D87E32C687413F40,N/A,1:00 AM,7:00 PM,Chuar,"Father and son combo; steel wool to clean cooking supplies, used tongs to transport food from display to grill, all-around the cleanest street food ever witnessed.",Moving,N/A,N/A,38,3.5,Fall 2015,3.5,Anhui,5,N/A,N/A,"<IMG SRC=""http://i60.tinypic.com/wsjsdh.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000038656EBE11655E4021938C9C85413F40,N/A,2:00 AM,7:00 PM,"Fried Dumplings, Rice and Eggs, Pickled Eggs",Husband wife combo.,Moving,N/A,N/A,39,2,Fall 2015,4.5,Anhui,3.5,N/A,N/A,"<IMG SRC=""http://i61.tinypic.com/3537g5t.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000070952710765E5E40C991CEC0C83B3F40,N/A,2:00 AM,6:00 PM,BBQ,These men cut up various parts of l AMb and were ready to put them over fire.,Fixed,"Cross at Zhejiang Zhong Road and Guangdong Road, Huangpu",Xinjiang,40,5,Fall 2015,3.5,Xinjiang,2,N/A,N/A,"<IMG SRC=""http://i59.tinypic.com/1yu61f.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000C2340C1F11655E4087C0914083413F40,N/A,2:00 AM,5:00 PM,"Chuar, Noodles, Dumplings, Drinks (beer, soda, water)","Husband wife combo, did not tell us where they were from because of the other sarcastic assholes; became uncooperative as a result.",Moving,N/A,N/A,41,3.5,Fall 2015,3,N/A,3.5,N/A,N/A,"<IMG SRC=""http://i61.tinypic.com/35dc5d2.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000C24EB16A10655E40F3AACE6A81413F40,N/A,2:00 AM,9:00 PM,"Stir-fry, Fish, Liver, Meat and Vegetables","SUPER ORGANIZED AND FRIENDLY; family-run restaurant style, very organized; you sit down at tables and they take your order, then they cook your food.",Moving,N/A,N/A,42,15,Fall 2015,3.5,Heilongjiang,4.5,N/A,N/A,"<IMG SRC=""http://i61.tinypic.com/qmzyx0.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000008063CF9ECB615E400569C6A2E93C3F40,N/A,06:00 PM (Friday only),07:00 AM (Friday only),Lamb rice (eaten with hands in Xinjiang style),Wok with meat and veggies.,Moving,Muslim Market on Yuanshen Road (in front of the Pudong Mosque).,Xinjiang,43,20,Fall 2015,4,XinJiang,1.5,"The dish is cooked in a wok placed on a big metal container which burns wood and charcoal to provide fire (heat). Covered, under a tent.",N/A,"<IMG SRC=""http://i61.tinypic.com/nqzm9h.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000009FF2268CC615E400EF62686E43C3F40,N/A,08:00 PM (Friday only),07:00 AM (Friday only),Muslim Dumplings,N/A,Moving,Muslim Market on Yuanshen Road (in front of the Pudong Mosque).,Henan,44,3,Fall 2015,3,Henan,3,Fills the dumplings by hand and a b AMboo knife on a metal table then it is steamed  in bamboo  caskets. Sitting place consists of 3 small rectangular tables and small stools.,N/A,"<IMG SRC=""http://i61.tinypic.com/2r635te.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000001024EF1CCA615E40FE60E0B9F73C3F40,N/A,06:00 PM (Friday only),06:00 AM (Friday only),Naan,Looks similar to pita bread.,Moving,Muslim Market on Yuanshen Road (in front of the Pudong Mosque).,Xinjiang,45,4,Fall 2015,2,Xinjiang,3,"The bread is cooked in a big Tandoor (very large earthenware pot which has a bed of burning charcoal inside). Cooked goods are displayed on a big metal table, some already packaged in plastic bags.",N/A,"<IMG SRC=""http://i61.tinypic.com/fkbpz8.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000C66AF3FFAA615E4012A0A696AD3D3F40,"180 Yuanshen Road, Pudong",5:30 AM,10:00 AM,Pancakes and Soybean Milk,"Different sized pancakes (rolls, small buns, round and flat). Also sell soybean milk.",Fixed,N/A,North-eastern China,46,2,Fall 2015,2,North-eastern China,2,Food displayed on a big table. -Pancake is cut with a knife that resembles pizza cutter.,N/A,"<IMG SRC=""http://i58.tinypic.com/2jcafd4.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000C1C760C5A9615E409146054EB63D3F40,"180 Yuanshen Road, Pudong",5:30 AM,10:00 AM,Shanghainese Breakfast,Large traditional Shanghainesebreakfast pancake with egg and crisps.,Fixed,N/A,Shandong,47,5,Fall 2015,4,Shandong,1.5,Money and food in the same cart next to cooking plate.,N/A,"<IMG SRC=""http://i59.tinypic.com/2ylmcjn.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000E76F422102635E40583849F3C73C3F40,N/A,8:00 AM,6:00 AM,Steamed Buns and Rice Cake,Steamed buns and rice cake stand.,Fixed,"Directly in competition with the bun vendor next door, exact s AMe operation about 10 yards to the right of this stand.",Shanghai,48,6,Fall 2015,5,Anhui,4,N/A,N/A,"<IMG SRC=""http://i61.tinypic.com/1zzh002.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000001C7BF65C615E40EDD632198E3B3F40,N/A,3:00 PM,10:00 PM,Roasted Chestnuts,N/A,Moving,Cross at Zhangyang Road and Century Avenue.,Anhui,49,15,Fall 2015,4,Anhui,3,The bicycle has a cart attached at the back. There is a glass stall where already cooked chestnuts are displayed and weighed. The chestnuts are roasted in a big wok. The wok is placed over a metal container with fire inside.,N/A,"<IMG SRC=""http://i62.tinypic.com/op5yq.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E6100000C1ADBB79AA615E40E17F2BD9B13D3F40,"Next to 180 Yuanshen Road, Pudong",1:00 AM,3:00 PM,Grilled Skewers,"Grilled vegetable skewers, and mantou skewers.",Fixed,N/A,Anhui,50,3,Fall 2015,3,Anhui,1,The vegetables look clean on the metal trays but the grill is rusty and there are food residues stuck to the grill. Frying pan is oily and greasy. The man uses one glove while handling the skewers. Can also order via Waimai.,N/A,"<IMG SRC=""http://i59.tinypic.com/121q1qg.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000076C075C58C615E409C35785F953B3F40,"285 Fushan Road, Pudong",3:00 AM,5:00 PM,Grilled Skewers,Couple Grilled skewers.,Fixed,N/A,Anhui,51,6,Fall 2015,2.5,Anhui,1.5,"Shared location with a noodle store behind, they pay rent together. The vegetables are in a bag placed on the ground.
",N/A,"<IMG SRC=""http://i60.tinypic.com/2vlt94o.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000036ACA92C0A655E402B4EB51666413F40,N/A,N/A,N/A,Dumplings,"Husband and wife combo. They work when they feel like it, no set days or hours, just when they have nothing better to do.",Moving,N/A,N/A,52,4.5,Fall 2015,3,N/A,3,They work when they have nothing else to do and when they have the ingredients.,N/A,"<IMG SRC=""http://i62.tinypic.com/2ln9z60.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000001A1538D906655E4071581AF851413F40,N/A,03:00 AM to 04:00 AM,8:30 PM,Dishes,Premixed uncooked food plates displayed on the table.,Moving,N/A,N/A,53,17,Fall 2015,4,Lanzhou,4,It looked relatively clean and good. They had tables and tent set up for customers. Operated by husband and wife.,N/A,"<IMG SRC=""http://i62.tinypic.com/14kf6rn.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E610000093E1783E03655E4003CC7C073F413F40,N/A,2:00 AM,N/A,Fried Noodles and Rice,Relatively clean and the vendor was nice and helpful.,Moving,N/A,N/A,54,13.5,Fall 2015,4,Anhui,4,Helpful.,N/A,"<IMG SRC=""http://i58.tinypic.com/21bub9j.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000001DCBBBEA01655E402BDA1CE736413F40,N/A,12:00 AM,5:00 PM,Fries and Tofu,Not clean but highly demanded food.,Moving,N/A,N/A,55,5,Fall 2015,1.5,Xinjiang,1,"Not clean, or tasty. However this stand does lots of business as there was a line to get this vendors food.",N/A,"<IMG SRC=""http://i60.tinypic.com/2uy4mk9.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000008F8CD5E6FF645E40963FDF162C413F40,N/A,12:00 AM,9:00 PM,Dumplings,"Assorted dumplings, very professional with all workers wearing the same outfit.",Moving,N/A,N/A,56,1,Fall 2015,2.5,Jiangsu,4.5,"Ver organized, looked almost like a company. They were all wearing uniforms. There were tables set up for all guests and there were many people eating here.",N/A,"<IMG SRC=""http://i61.tinypic.com/v77a8h.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
0101000020E61000008446B071FD645E40D3BCE3141D413F40,N/A,11:30 PM,9:00 PM,Popcorn and Rice cakes,Two old ladies selling popcorn and rice cakes.,Moving,N/A,N/A,57,10,Fall 2015,5,Anhui,3,They were very sweet old ladies who let us sample all of the products before buying anything,N/A,"<IMG SRC=""http://i59.tinypic.com/2mw76ag.jpg"" ALT=""image not available"" WIDTH=165 HEIGHT=165>"
